owner_link,owner,views,followers,average_rating,google_maps_locatoin_link,long,lat
267,https://opensooq.com/en/shops/مكتب-المغاريب-للخدمات-العقارية-15153149,مكتب المغاريب للخدمات العقارية , 2.5M,418 ,3.8,,,
268,https://opensooq.com/en/mid/member-117528230002333,مجموعة شركات عبدو حاجي للتطوير العقاري, 521.4K,64 ,3.8,,,
269,https://opensooq.com/en/mid/member-110063707969448087778,Ahmad Abu Obaid, 10.8K,0 ,0,,,
270,https://opensooq.com/en/mid/member-112247814845421053589,MURAD altarefe , 147.2K,0 ,4.8,,,
271,https://opensooq.com/en/shops/falcon-real-estate-development-67593558,Falcon Real Estate development , 336K,24 ,3.1,,,
272,https://opensooq.com/en/mid/member-162998078118,Ahmad Alkhawaja , 7.3K,1 ,5,,,
273,https://opensooq.com/en/mid/member-149383974134,bader , 6.7K,0 ,0,,,
274,https://opensooq.com/en/mid/member-107443095509050036144,ابو اسامة الاحمد, 659.9K,36 ,4.4,,,
275,https://opensooq.com/en/mid/member-161678558892,أبو عبد الله , 7K,0 ,0,,,
276,https://opensooq.com/en/mid/mohamad_anani,المهندس خالد الوسام , 46.1K,8 ,4,,,
277,https://opensooq.com/en/mid/member-1717623166.5516156,88 Real Estate , 2.5K,0 ,0,,,
278,https://opensooq.com/en/mid/member-14524987581,ابو قُصي , 158.3K,23 ,4.5,,,
279,https://opensooq.com/en/mid/member-1712810383.3835588,malik , 2.6K,0 ,5,,,
280,https://opensooq.com/en/mid/tecnoo,Ahmad B, 221K,55 ,5,,,
281,https://opensooq.com/en/mid/member-164461401424,qusai , 11.3K,2 ,0,,,
282,https://opensooq.com/en/mid/Khalid789,Khalid , 27.3K,4 ,5,,,
283,https://opensooq.com/en/mid/hussien_moqbel,Hussien Abo Dahab, 1.4M,0 ,4,,,
284,https://opensooq.com/en/mid/member-100004477267121,مشاغل الحياه , 202.5K,0 ,4.1,,,
285,https://opensooq.com/en/mid/member-5722205,بلال لافي, 5K,1 ,0,,,
286,https://opensooq.com/en/shops/البوصله-العقاري-15389527,البوصله العقاري, 4.6M,680 ,3,,,
287,https://opensooq.com/en/mid/member-153319055129,احمد لافي , 57.8K,26 ,2.7,,,
288,https://opensooq.com/en/mid/member-144326208435,عبدالله , 69.1K,3 ,3.4,,,
289,https://opensooq.com/en/mid/esam98kanaan,esam kanaan, 1.6M,414 ,3.6,,,
290,https://opensooq.com/en/mid/احمدالغزاوي,,,,,,,
291,https://opensooq.com/en/mid/member-165191473718,M. B , 1.4K,0 ,0,,,
292,https://opensooq.com/en/mid/member-159600374387,ابو احمد , 21.8K,2 ,4,,,
293,https://opensooq.com/en/mid/member-165957579294,شركة عمايره للإسكان Amayreh housing, 31.5K,3 ,5,,,
294,https://opensooq.com/en/mid/member-107216323908641216038,خالد lllllll, 35.3K,19 ,0,,,
295,https://opensooq.com/en/mid/member-115403609620701472676,Mohammed Mubaidin, 33K,2 ,1,,,
296,https://opensooq.com/en/shops/شركة-سالي-للإسكان-40471545,شركة سالي للإسكان , 188.5K,26 ,5,,,
297,https://opensooq.com/en/shops/مكتب-الظهير-العقاري-62223659,مكتب الظهير العقاري, 51.3K,9 ,4.2,,,
298,https://opensooq.com/en/mid/member-147393296043,ابو غازي , 168K,36 ,4.4,,,
299,https://opensooq.com/en/mid/member-15141190610,ماجد الغويري, 146.7K,7 ,4.3,,,
300,https://opensooq.com/en/mid/member-165465903085,yousef kh , 18.7K,4 ,3,,,
301,https://opensooq.com/en/mid/member-145313264666,bader alassaf , 68K,11 ,0,,,
302,https://opensooq.com/en/mid/member-10208314694564303,Abdurrahman , 29.5K,6 ,0,,,
303,https://opensooq.com/en/mid/Mtaha00,فيلا السرو , 206.4K,0 ,3,,,
304,https://opensooq.com/en/mid/member-147275724751,سامي ابو عيش , 8.3K,0 ,5,,,
305,https://opensooq.com/en/mid/Raed.N.Bataineh,Raed N. Bataineh, 3K,0 ,0,,,
306,https://opensooq.com/en/mid/islamaljag,م.إسلام الجغبير, 239.9K,33 ,4.5,,,
307,https://opensooq.com/en/mid/member-116233244948062739701,محمد يوسف, 407.8K,68 ,3.4,,,
308,https://opensooq.com/en/mid/member-150938007110,ابو فارس ., 238.8K,20 ,3.5,,,
309,https://opensooq.com/en/mid/member-1822947271089361,Tariq Dalahmeh, 186K,676 ,5,,,
310,https://opensooq.com/en/mid/member-163655404697,Ali M Ali , 2.7K,0 ,0,,,
311,https://opensooq.com/en/mid/هشام_العروسه,,,,,,,
312,https://opensooq.com/en/shops/ziad-shihadeh-مكتب-الناصر-العقاري-193406,Ziad Shihadeh مكتب الناصر العقاري, 1.4M,152 ,3.7,,,
313,https://opensooq.com/en/mid/member-164786755552,osama kashmar , 4.1K,0 ,0,,,
314,https://opensooq.com/en/mid/member-488595444684947,MK Housing Co , 186.7K,227 ,3.6,,,
315,https://opensooq.com/en/mid/member-10207415912183177,Mahmoud Al Rahahleh, 1K,8 ,0,,,
316,https://opensooq.com/en/mid/member-160051156426,Abu Adam , 1.8K,0 ,0,,,
317,https://opensooq.com/en/mid/member-0013231527393,K. Y , 5.1K,0 ,5,,,
318,https://opensooq.com/en/mid/member-511598346,Abdelrahman Qawasmeh, 16.2K,45 ,0,,,
319,https://opensooq.com/en/mid/nezarrum,nezar , 15.1K,0 ,0,,,
320,https://opensooq.com/en/mid/member-1639910932925835,عادل محمد, 585.5K,152 ,3.6,,,
321,https://opensooq.com/en/mid/member-7545031,شركة ابراهيم ابو حشيش الاسكان , 28.4K,2 ,5,,,
322,https://opensooq.com/en/mid/member-6606065,tariq abu atyieh, 6.5K,0 ,0,,,
323,https://opensooq.com/en/mid/احمد_75,,,,,,,
324,https://opensooq.com/en/mid/member-165209590352,Abu obada , 17.1K,2 ,3,,,
325,https://opensooq.com/en/mid/member-157373703138,شركة كوارتز للإسكان , 535.9K,114 ,3.2,,,
326,https://opensooq.com/en/mid/omarjomaa,محمد عبد الكريم , 143.9K,18 ,4.2,,,
327,https://opensooq.com/en/mid/member-1075191262491622,Ammar Hindawi, 8.8K,47 ,0,,,
328,https://opensooq.com/en/mid/member-145770582711,محمد الشريف ., 84.4K,11 ,3.7,,,
329,https://opensooq.com/en/shops/plan-b-for-real-estate-20552494,Plan B for Real Estate, 1.6M,122 ,3.5,,,
330,https://opensooq.com/en/mid/member-1716122981.8761537,Mahmood AL-Turani , 3.7K,0 ,0,,,
331,https://opensooq.com/en/mid/member-100001782209255,Salh الدعجة, 21.4K,652 ,0,,,
332,https://opensooq.com/en/mid/member-1714280360.5753656,Mustafa , 3.6K,0 ,0,,,
333,https://opensooq.com/en/mid/member-4270839,ahmad hindi, 13.2K,125 ,0,,,
334,https://opensooq.com/en/shops/مؤسسة-الجوهرة-العقارية-69296600,مؤسسة الجوهرة العقارية , 333.7K,18 ,3.1,,,
335,https://opensooq.com/en/mid/member-4635825,عماد , 236K,25 ,5,,,
336,https://opensooq.com/en/mid/member-1716404350.7398924,فؤاد رابية , 914,0 ,4,,,
337,https://opensooq.com/en/shops/عمان-الجديدة-للعقارات-14040983,عمان الجديدة للعقارات , 924.8K,178 ,3.2,,,
338,https://opensooq.com/en/shops/مؤسسة-الخليلي-العقارية-27405545,مؤسسة الخليلي العقارية, 488.7K,0 ,3.5,,,
339,https://opensooq.com/en/shops/محمد-الرمحي-للاسكان-4670901,محمد الرمحي للاسكان, 176.1K,74 ,4,,,
340,https://opensooq.com/en/mid/member-149916873040,شركة بلال محمود ابو هنطش وشركاه bilal abu hantash company, 639.9K,151 ,3.5,,,
341,https://opensooq.com/en/mid/member-165461757521,amer , 656,0 ,0,,,
342,https://opensooq.com/en/mid/member-1718351083.4725219,Yazan , 1.6K,0 ,0,,,
343,https://opensooq.com/en/mid/member-105450931673294494567,Moath Bani Mustafa, 79.2K,6 ,4.6,,,
344,https://opensooq.com/en/mid/member-165754373713,الأولى لتجارة العقارات والأراضي , 8.6K,0 ,0,,,
345,https://opensooq.com/en/mid/member-168038288636,omar , 2.6K,0 ,0,,,
346,https://opensooq.com/en/mid/member-3782353,F J T, 162.5K,16 ,4.3,,,
347,https://opensooq.com/en/mid/member-1487731897993188,yousef abujafar , 7.2K,2 ,0,,,
348,https://opensooq.com/en/shops/مؤسسة-اعمار-التكنولوجية-العقارية-19167979,مؤسسة اعمار التكنولوجية العقارية , 2.4M,344 ,3.7,,,
349,https://opensooq.com/en/mid/member-144991465118,ابواسامة , 488.6K,32 ,4.1,,,
350,https://opensooq.com/en/mid/member-100597832950076949270,الدكتور محمد توفيق الردايده الردايده, 729.3K,93 ,3.1,,,
351,https://opensooq.com/en/shops/midian-realestate-company-2602612,Midian Realestate company, 21.5M,1.5K ,3,,,
352,https://opensooq.com/en/mid/بايلوت,,,,,,,
353,https://opensooq.com/en/mid/_الحشحوش,,,,,,,
354,https://opensooq.com/en/shops/العفيف-للأراضي-والعقارات-37626037,العفيف للأراضي والعقارات, 534.3K,164 ,3.9,,,
355,https://opensooq.com/en/mid/fsmadi1,Faris Al Smadi, 523.2K,368 ,4.1,,,
356,https://opensooq.com/en/mid/member-148907761737,مهند , 1M,0 ,3.8,,,
357,https://opensooq.com/en/shops/شركة-دبش-للاسكان-18379521,شركة دبش للاسكان, 54.1K,14 ,3,,,
358,https://opensooq.com/en/mid/member-145606129810,M.Harb , 7.7K,0 ,0,,,
359,https://opensooq.com/en/mid/member-152245767032,rashed , 16.7K,1 ,0,,,
360,https://opensooq.com/en/shops/شركة-علاء-ابو-شيخة-للإسكان-10983837,شركة علاء ابو شيخة للإسكان, 155K,0 ,5,,,
361,https://opensooq.com/en/mid/member-159048239025,محمد , 1.5K,0 ,0,,,
362,https://opensooq.com/en/mid/member-168111903598,Saif M , 27.8K,3 ,3,,,
363,https://opensooq.com/en/mid/member-160673721777,YARDS REAL ESTATE , 348.9K,22 ,3.8,,,
364,https://opensooq.com/en/mid/member-16745653330,محمد الدقاق , 1.5K,0 ,0,,,
365,https://opensooq.com/en/mid/Mohd2015,شركة طلال العشي و اولاده للاسكان , 471.9K,74 ,3.1,,,
366,https://opensooq.com/en/mid/member-146210519436,odai , 275.5K,23 ,4.3,,,
367,https://opensooq.com/en/mid/member-1529953917072892,Khaldoun Aldwikat, 164K,9 ,5,,,
368,https://opensooq.com/en/mid/member-160795035931,ايمن , 10.3K,0 ,1,,,
369,https://opensooq.com/en/mid/member-1182195168506417,Odai Almansi, 4.5K,0 ,0,,,
370,https://opensooq.com/en/mid/member-164767786818,نهله , 28.7K,2 ,0,,,
371,https://opensooq.com/en/mid/adelalkhaled,عادل بني مصطفى, 1.6M,513 ,4,,,
372,https://opensooq.com/en/mid/member-145375889645,ياسر ابوالهيجاء, 14K,2 ,5,,,
373,https://opensooq.com/en/mid/member-149155132145,Haitham Alkhateeb , 8.9K,45 ,0,,,
374,https://opensooq.com/en/mid/member-153778138135,ابو احمد naeemah.b, 254.3K,25 ,3.8,,,
375,https://opensooq.com/en/shops/top-land-2233218,top land , 1.3M,157 ,2.8,,,
376,https://opensooq.com/en/mid/member-152674060685,mhammad , 119.6K,17 ,4.5,,,
377,https://opensooq.com/en/mid/member-16541852129,محمد ابو لبن , 10K,0 ,0,,,
378,https://opensooq.com/en/mid/member-1717093612.6249812,123456New , 2.6K,0 ,0,,,
379,https://opensooq.com/en/mid/member-146964738229,شركة خالد مرار للاسكان , 175.7K,16 ,4.8,,,
380,https://opensooq.com/en/mid/alak_halil,as kh, 79.2K,17 ,0,,,
381,https://opensooq.com/en/mid/member-159310475711,mohammed , 130.5K,7 ,4.6,,,
382,https://opensooq.com/en/shops/شركة-الترتير-للعقارات-54647425,شركة الترتير للعقارات , 3M,220 ,3.4,,,
383,https://opensooq.com/en/mid/member-480144652157865,BH Hailat, 358.8K,105 ,3.9,,,
384,https://opensooq.com/en/shops/شركة-يقين-للاستثمارات-العقاريه-15659361,شركة يقين للاستثمارات العقاريه, 1.8M,233 ,3.5,,,
385,https://opensooq.com/en/mid/member-1699627053.0746870,hisham alquneibi , 2.8K,0 ,0,,,
386,https://opensooq.com/en/shops/الشافعي-للإسكان-والتطوير-العقاري-17752377,الشافعي للإسكان والتطوير العقاري , 416.7K,118 ,4.1,,,
387,https://opensooq.com/en/mid/member-1699974113.8522812,ramaalqannas , 71K,4 ,0,,,
388,https://opensooq.com/en/mid/member-164361687946,member164361687946 , 18.8K,4 ,5,,,
389,https://opensooq.com/en/mid/member-4288497,Abdalelah Onizat, 255.7K,39 ,4.7,,,
390,https://opensooq.com/en/shops/شركة-قصر-المشاهير-للاسكان-18438499,شركة قصر المشاهير للاسكان , 4.1M,285 ,3.8,,,
391,https://opensooq.com/en/mid/mohammad_abokhadra,mohamad abo khadra, 757.8K,163 ,5,,,
392,https://opensooq.com/en/mid/0772486861,,,,,,,
393,https://opensooq.com/en/mid/member-147628735110,Zaid Dardas , 18.2K,0 ,0,,,
394,https://opensooq.com/en/mid/majed_iso,majed alshanty, 48.3K,180 ,3,,,
395,https://opensooq.com/en/shops/بشار-محمد-3735755,بشار محمد, 4.1M,1K ,3.7,,,
396,https://opensooq.com/en/mid/member-1697566475.0277219,محمدصابراسعيفان , 23.7K,0 ,5,,,
397,https://opensooq.com/en/mid/member-143998756558,حسام ., 384.9K,20 ,4.3,,,
398,https://opensooq.com/en/mid/member-100000613863341,O. , 172.3K,242 ,3.4,,,
399,https://opensooq.com/en/shops/شركة-الهمة-العقارية-55227,شركة الهمة العقارية, 1.6M,428 ,3.8,,,
400,https://opensooq.com/en/mid/member-147186689797,zaid , 7.5K,0 ,4,,,
401,https://opensooq.com/en/mid/oday4life,عدي الظاهر, 41.3K,103 ,3.7,,,
402,https://opensooq.com/en/mid/member-107506749838923786679,ابو قصي القضاة , 244.9K,56 ,3.7,,,
403,https://opensooq.com/en/mid/member-148748950794,abd allah , 600,0 ,0,,,
404,https://opensooq.com/en/mid/member-10885605,ahmad , 23.1K,55 ,3.7,,,
405,https://opensooq.com/en/mid/member-16214108297,amman housing , 346.4K,83 ,4,,,
406,https://opensooq.com/en/mid/member-145133562611,خالد , 1.1M,267 ,4.6,,,
407,https://opensooq.com/en/mid/member-167409115244,الدعجه , 7.6K,4 ,0,,,
408,https://opensooq.com/en/mid/member-16547857214,شركة العطار للاسكان ., 83.6K,11 ,4.5,,,
409,https://opensooq.com/en/shops/شركة-اليسر-الماسي-للتطوير-العقاري-18505873,شركة اليسر الماسي للتطوير العقاري, 1M,104 ,3.3,,,
410,https://opensooq.com/en/mid/member-1718376893.4111793,abdallah ismail , 285,0 ,0,,,
411,https://opensooq.com/en/mid/member-144336043933,شركة عقربا للاسكان , 408.1K,53 ,4.8,,,
412,https://opensooq.com/en/mid/member-6429375,Yusuf Fayoumi, 27.5K,110 ,0,,,
413,https://opensooq.com/en/mid/member-150417761967,ahmad , 25.9K,70 ,0,,,
414,https://opensooq.com/en/mid/member-162427654429,AHMAD YOUSEF, 79.1K,6 ,3.3,,,
415,https://opensooq.com/en/mid/member-118252578683131298405,Ahmad Waqqad, 21.6K,4 ,5,,,
416,https://opensooq.com/en/mid/member-161797110372,ابو أبي , 4.7K,0 ,0,,,
417,https://opensooq.com/en/mid/member-10209947502782256,Yuosef Al-deery, 28.6K,341 ,2.3,,,
418,https://opensooq.com/en/mid/member-145674930116,محمود , 71.2K,3 ,2,,,
419,https://opensooq.com/en/mid/اكرم_عبدالرحمن,,,,,,,
420,https://opensooq.com/en/mid/m.abuassal54,ايهاب العنبتاوي, 241.7K,80 ,3.3,,,
421,https://opensooq.com/en/mid/member-147188280522,مستخدم , 2.9K,0 ,0,,,
422,https://opensooq.com/en/mid/member-7554599,ابو صالح , 347.3K,14 ,4,,,
423,https://opensooq.com/en/mid/member-146289433571,يزيد ملحم , 58.3K,136 ,4,,,
424,https://opensooq.com/en/shops/خلف-الخلايلة-للعقارات-2691492,خلف الخلايلة للعقارات , 848.2K,438 ,3.4,,,
425,https://opensooq.com/en/mid/member-161874540036,Yazeed Harasis, 99.6K,4 ,3,,,
426,https://opensooq.com/en/mid/omar.al3bbadi,omar alabbadi, 8.2K,1 ,1,,,
427,https://opensooq.com/en/mid/member-1711398868.7395739,جورج الحداد , 9.8K,0 ,0,,,
428,https://opensooq.com/en/mid/member-1712663834.5821662,abeer mahmoud , 4.5K,0 ,1,,,
429,https://opensooq.com/en/mid/member-145915407631,ashraf , 9.5K,0 ,5,,,
430,https://opensooq.com/en/shops/مكتب-نيفين-العقاري-14229363,مكتب نيفين العقاري, 3M,210 ,3,,,
431,https://opensooq.com/en/mid/member-1587902957931152,Othman Nashashibi, 227K,56 ,3.7,,,
432,https://opensooq.com/en/mid/member-10155647449289526,Walid Haddad, 181.9K,16 ,0,,,
433,https://opensooq.com/en/mid/member-2168647446557684,رأفت النتشة, 71.2K,5 ,1,,,
434,https://opensooq.com/en/mid/member-1704010931.4525414,شركة العامرية العالية للاسكان , 22.3K,0 ,5,,,
435,https://opensooq.com/en/mid/member-7221199,محمد السعدي , 71.5K,3 ,4.3,,,
436,https://opensooq.com/en/mid/member-513555038821115,Mohammad Al Dalahmeh, 8.2K,55 ,5,,,
437,https://opensooq.com/en/shops/شركة-صُبح-للإسكان-294657,شركة صُبح للإسكان, 156.3K,64 ,4.4,,,
438,https://opensooq.com/en/mid/member-144499159778,husamkhaderest , 538.5K,43 ,3.3,,,
439,https://opensooq.com/en/mid/member-149746806360,شركة د.محمود النواصرة للاسكان , 195.3K,35 ,4.4,,,
440,https://opensooq.com/en/mid/member-165579851622,زهدي العودة , 17K,0 ,5,,,
441,https://opensooq.com/en/mid/member-163915078456,ديار الوطن للاسكان Diyar alwatan housing , 97.5K,17 ,4.3,,,
442,https://opensooq.com/en/mid/SandoqaHousing,Moath Sandoqa, 1.6M,250 ,4.1,,,
443,https://opensooq.com/en/mid/member-163205738371,ameer saqer , 8K,2 ,0,,,
444,https://opensooq.com/en/mid/mazina2,مازن الصوص, 12.4K,0 ,0,,,
445,https://opensooq.com/en/mid/member-100502859759375278250,انس آل فهد, 741K,37 ,3.6,,,
446,https://opensooq.com/en/mid/member-163333357373,AdamOsama , 6K,0 ,0,,,
447,https://opensooq.com/en/shops/شركة-الاوائل-للاسكان-والعقارات-4642, شركة الاوائل للاسكان والعقارات, 3.6M,1.5K ,3.3,,,
448,https://opensooq.com/en/shops/مؤسسة-الخير-العقارية-17038153,مؤسسة الخير العقارية, 199.1K,22 ,3.9,,,
449,https://opensooq.com/en/mid/member-148629554840,الجراح , 246.6K,196 ,3.6,,,
450,https://opensooq.com/en/mid/member-161511248964,member161511248964 , 19.2K,0 ,0,,,
451,https://opensooq.com/en/mid/member-168186251390,منذر , 11.5K,3 ,1,,,
452,https://opensooq.com/en/mid/alkood2011,Key Amman , 527.8K,214 ,3.3,,,
453,https://opensooq.com/en/mid/member-153434051687,احمد الحمصي , 798,0 ,0,,,
454,https://opensooq.com/en/mid/member-837137973023410,Sadam Qarute, 175.5K,134 ,2,,,
455,https://opensooq.com/en/mid/foali,شركة قوله للاسكان , 386.3K,72 ,4,,,
456,https://opensooq.com/en/mid/member-1716834773.3962182,ناتاشا عدنان حسن تحبسم , 82,0 ,0,,,
457,https://opensooq.com/en/shops/جيفارا-العقاري-7602697,جيفارا العقاري, 16.6M,1.2K ,3.6,,,
458,https://opensooq.com/en/mid/member-145700906456,ابو الخير, 211.3K,23 ,4.1,,,
459,https://opensooq.com/en/mid/member-3631191,مؤيد الحلبي, 69.4K,0 ,3,,,
