id,link,price
124,245157467,https://opensooq.com/en/search/245157467/residential-land-for-sale-in-amman-airport-road-manaseer-gs,"48,000 JOD"
125,240765729,https://opensooq.com/en/search/240765729/100-m2-3-bedrooms-apartments-for-sale-in-zarqa-al-zarqa-al-jadeedeh,"38,000 JOD"
126,245782705,https://opensooq.com/en/search/245782705/farm-land-for-sale-in-mafraq-ain-wa-al-ma-mariyyeh,"13,000 JOD"
127,240910225,https://opensooq.com/en/search/240910225/130-m2-3-bedrooms-apartments-for-sale-in-amman-tabarboor,"68,000 JOD"
128,245596217,https://opensooq.com/en/search/245596217/residential-land-for-sale-in-amman-abu-nsair,"149,000 JOD"
129,244188375,https://opensooq.com/en/search/244188375/180-m2-3-bedrooms-apartments-for-sale-in-salt-al-salalem,"60,000 JOD"
130,245782663,https://opensooq.com/en/search/245782663/farm-land-for-sale-in-zarqa-al-qnaiya,"10,000 JOD"
131,244747921,https://opensooq.com/en/search/244747921/155-m2-5-bedrooms-apartments-for-sale-in-amman-tabarboor,1 JOD
132,243530457,https://opensooq.com/en/search/243530457/residential-land-for-sale-in-madaba-al-fayha,"48,000 JOD"
133,244563379,https://opensooq.com/en/search/244563379/700-m2-more-than-6-bedrooms-townhouse-for-sale-in-irbid-al-barha,"118,000 JOD"
134,244410701,https://opensooq.com/en/search/244410701/commercial-land-for-sale-in-amman-al-mahatta,"480,000 JOD"
135,243411453,https://opensooq.com/en/search/243411453/205-m2-4-bedrooms-apartments-for-sale-in-amman-khalda,"118,000 JOD"
136,241821623,https://opensooq.com/en/search/241821623/2-bedrooms-farms-for-sale-in-jerash-al-mastaba,"100,000 JOD"
137,240569561,https://opensooq.com/en/search/240569561/218-m2-more-than-6-bedrooms-apartments-for-sale-in-irbid-al-rahebat-al-wardiah,
138,244704239,https://opensooq.com/en/search/244704239/193-m2-3-bedrooms-apartments-for-sale-in-amman-dabouq,"212,000 JOD"
139,241548135,https://opensooq.com/en/search/241548135/133-m2-5-bedrooms-apartments-for-sale-in-amman-abu-alanda,"53,000 JOD"
140,243866465,https://opensooq.com/en/search/243866465/180-m2-3-bedrooms-apartments-for-sale-in-amman-tabarboor,"1,000 JOD"
141,243858253,https://opensooq.com/en/search/243858253/180-m2-3-bedrooms-apartments-for-sale-in-amman-tabarboor,"1,000 JOD"
142,245156541,https://opensooq.com/en/search/245156541/155-m2-4-bedrooms-apartments-for-sale-in-zarqa-dahiet-al-madena-al-monawwara,"45,000 JOD"
143,239738225,https://opensooq.com/en/search/239738225/190-m2-3-bedrooms-apartments-for-sale-in-amman-al-rabiah,
144,242941953,https://opensooq.com/en/search/242941953/172-m2-3-bedrooms-apartments-for-sale-in-zarqa-al-zarqa-al-jadeedeh,"57,000 JOD"
145,244497765,https://opensooq.com/en/search/244497765/157-m2-3-bedrooms-apartments-for-sale-in-amman-al-bnayyat,"82,000 JOD"
146,243867073,https://opensooq.com/en/search/243867073/206-m2-3-bedrooms-apartments-for-sale-in-amman-tabarboor,"1,000 JOD"
147,243199009,https://opensooq.com/en/search/243199009/290-m2-4-bedrooms-apartments-for-sale-in-amman-jubaiha,"165,000 JOD"
148,241577259,https://opensooq.com/en/search/241577259/123-m2-3-bedrooms-apartments-for-sale-in-aqaba-al-sakaneyeh-5,"76,000 JOD"
149,245156163,https://opensooq.com/en/search/245156163/280-m2-more-than-6-bedrooms-townhouse-for-sale-in-zarqa-al-hashemieh,"49,000 JOD"
150,245155855,https://opensooq.com/en/search/245155855/150-m2-3-bedrooms-apartments-for-sale-in-amman-al-hashmi-al-shamali,"54,000 JOD"
151,244170687,https://opensooq.com/en/search/244170687/mixed-use-land-for-sale-in-jerash-other,"45,000 JOD"
152,244573611,https://opensooq.com/en/search/244573611/870-m2-more-than-6-bedrooms-villa-for-sale-in-amman-al-kursi,"800,000 JOD"
153,244695287,https://opensooq.com/en/search/244695287/178-m2-3-bedrooms-apartments-for-sale-in-amman-shafa-badran,"95,000 JOD"
154,243553855,https://opensooq.com/en/search/243553855/farm-land-for-sale-in-jerash-other,"38,000 JOD"
155,241989697,https://opensooq.com/en/search/241989697/175-m2-3-bedrooms-apartments-for-sale-in-amman-dahiet-al-ameer-ali,"83,000 JOD"
156,245734827,https://opensooq.com/en/search/245734827/205-m2-3-bedrooms-apartments-for-sale-in-amman-khalda,"140,000 JOD"
157,236608922,https://opensooq.com/en/search/236608922/مكتب-للبيع-باحدث-مجمع-في-الجاردنز-وبالاقساط,"1,100 JOD"
158,245734841,https://opensooq.com/en/search/245734841/200-m2-3-bedrooms-apartments-for-sale-in-amman-khalda,"185,000 JOD"
159,245734851,https://opensooq.com/en/search/245734851/240-m2-4-bedrooms-apartments-for-sale-in-amman-khalda,"165,000 JOD"
160,245734873,https://opensooq.com/en/search/245734873/360-m2-3-bedrooms-apartments-for-sale-in-amman-dabouq,"190,000 JOD"
161,245734885,https://opensooq.com/en/search/245734885/320-m2-4-bedrooms-apartments-for-sale-in-amman-khalda,"195,000 JOD"
162,242653465,https://opensooq.com/en/search/242653465/170-m2-3-bedrooms-apartments-for-sale-in-amman-abu-alanda,"62,000 JOD"
163,242186801,https://opensooq.com/en/search/242186801/175-m2-3-bedrooms-apartments-for-sale-in-amman-marka,"54,000 JOD"
164,244573067,https://opensooq.com/en/search/244573067/141-m2-3-bedrooms-apartments-for-sale-in-amman-tabarboor,"63,000 JOD"
165,245734897,https://opensooq.com/en/search/245734897/240-m2-4-bedrooms-apartments-for-sale-in-amman-khalda,"185,000 JOD"
166,242397809,https://opensooq.com/en/search/242397809/252-m2-4-bedrooms-apartments-for-sale-in-amman-airport-road-manaseer-gs,"117,000 JOD"
167,242653861,https://opensooq.com/en/search/242653861/163-m2-3-bedrooms-apartments-for-sale-in-amman-marka,"55,000 JOD"
168,245734925,https://opensooq.com/en/search/245734925/270-m2-4-bedrooms-apartments-for-sale-in-amman-dabouq,"270,000 JOD"
169,242654471,https://opensooq.com/en/search/242654471/farm-land-for-sale-in-salt-al-subeihi,"39,000 JOD"
170,245783137,https://opensooq.com/en/search/245783137/190000-m2-4-bedrooms-apartments-for-sale-in-amman-deir-ghbar,"190,000 JOD"
171,242398319,https://opensooq.com/en/search/242398319/204-m2-3-bedrooms-apartments-for-sale-in-amman-dahiet-al-nakheel,"170,000 JOD"
172,245341017,https://opensooq.com/en/search/245341017/farm-land-for-sale-in-ramtha-romtha,"45,000 JOD"
173,242599859,https://opensooq.com/en/search/242599859/215-m2-3-bedrooms-apartments-for-sale-in-amman-swefieh,"160,000 JOD"
174,244248853,https://opensooq.com/en/search/244248853/327-m2-4-bedrooms-apartments-for-sale-in-amman-dabouq,"280,000 JOD"
175,244505229,https://opensooq.com/en/search/244505229/residential-land-for-sale-in-salt-other,"484,000 JOD"
176,243753085,https://opensooq.com/en/search/243753085/2-bedrooms-farms-for-sale-in-mafraq-other,"75,000 JOD"
177,244633959,https://opensooq.com/en/search/244633959/150-m2-3-bedrooms-apartments-for-sale-in-irbid-al-rahebat-al-wardiah,"1,234 JOD"
178,245013201,https://opensooq.com/en/search/245013201/50-m2-2-bedrooms-townhouse-for-sale-in-zarqa-al-sukhneh,"45,000 JOD"
179,245781835,https://opensooq.com/en/search/245781835/farm-land-for-sale-in-jerash-marsa,"115,000 JOD"
180,244311433,https://opensooq.com/en/search/244311433/commercial-land-for-sale-in-amman-um-al-basateen,"120,000 JOD"
181,245781813,https://opensooq.com/en/search/245781813/farm-land-for-sale-in-jerash-marsa,"15,000 JOD"
182,245781805,https://opensooq.com/en/search/245781805/farm-land-for-sale-in-jerash-marsa,"40,000 JOD"
183,245781799,https://opensooq.com/en/search/245781799/residential-land-for-sale-in-zarqa-al-kamsha,"50,000 JOD"
184,245781577,https://opensooq.com/en/search/245781577/حضانة-للبيع,"50,000 JOD"
185,244120447,https://opensooq.com/en/search/244120447/farm-land-for-sale-in-amman-al-qastal,"160,000 JOD"
186,243340705,https://opensooq.com/en/search/243340705/230-m2-3-bedrooms-apartments-for-sale-in-amman-shafa-badran,"130,000 JOD"
187,243975053,https://opensooq.com/en/search/243975053/residential-land-for-sale-in-amman-shafa-badran,"46,000 JOD"
188,245472149,https://opensooq.com/en/search/245472149/residential-land-for-sale-in-amman-al-mugairat,"25,000 JOD"
189,244309893,https://opensooq.com/en/search/244309893/330-m2-4-bedrooms-apartments-for-sale-in-amman-swefieh,"230,000 JOD"
190,242192455,https://opensooq.com/en/search/242192455/farm-land-for-sale-in-zarqa-sarout,"29,500 JOD"
191,242138267,https://opensooq.com/en/search/242138267/mixed-use-land-for-sale-in-amman-al-muwaqqar,"4,000 JOD"
192,244435503,https://opensooq.com/en/search/244435503/112-m2-3-bedrooms-apartments-for-sale-in-amman-jubaiha,"64,000 JOD"
193,245780815,https://opensooq.com/en/search/245780815/residential-land-for-sale-in-amman-al-lubban,"43,000 JOD"
194,245472049,https://opensooq.com/en/search/245472049/commercial-land-for-sale-in-amman-al-jizah,"65,000 JOD"
195,243981727,https://opensooq.com/en/search/243981727/industrial-land-for-sale-in-zarqa-qasr-al-hallabat-al-sharqi,"18,000 JOD"
196,244571349,https://opensooq.com/en/search/244571349/78-m2-2-bedrooms-apartments-for-sale-in-aqaba-al-sakaneyeh-10,"15,000 JOD"
197,244253581,https://opensooq.com/en/search/244253581/200-m2-3-bedrooms-apartments-for-sale-in-amman-dabouq,"250,000 JOD"
198,239737583,https://opensooq.com/en/search/239737583/230-m2-4-bedrooms-apartments-for-sale-in-amman-khalda,
199,245154135,https://opensooq.com/en/search/245154135/مكتب-للبيع-بجانب-الملكية-الاردنية-طابق-اول,"45,500 JOD"
200,244119469,https://opensooq.com/en/search/244119469/residential-land-for-sale-in-amman-al-qastal,"22,000 JOD"
201,242255931,https://opensooq.com/en/search/242255931/171-m2-3-bedrooms-apartments-for-sale-in-amman-tla-ali,"125,000 JOD"
202,245471499,https://opensooq.com/en/search/245471499/190-m2-3-bedrooms-apartments-for-sale-in-amman-khalda,"155,000 JOD"
203,245593061,https://opensooq.com/en/search/245593061/220-m2-4-bedrooms-apartments-for-sale-in-irbid-al-rahebat-al-wardiah,"125,000 JOD"
204,244307397,https://opensooq.com/en/search/244307397/210-m2-4-bedrooms-apartments-for-sale-in-amman-jubaiha,"105,000 JOD"
205,244045685,https://opensooq.com/en/search/244045685/100-m2-2-bedrooms-apartments-for-sale-in-amman-um-uthaiena,"39,000 JOD"
206,244943723,https://opensooq.com/en/search/244943723/125-m2-3-bedrooms-apartments-for-sale-in-amman-abu-alanda,"48,000 JOD"
207,245049197,https://opensooq.com/en/search/245049197/240-m2-4-bedrooms-apartments-for-sale-in-amman-dabouq,"190,000 JOD"
208,244424213,https://opensooq.com/en/search/244424213/مجمع-مكاتب-جبل-عمان-الدوار-الثالث,"1,350,000 JOD"
209,244499887,https://opensooq.com/en/search/244499887/115-m2-4-bedrooms-apartments-for-sale-in-amman-mecca-street,"75,000 JOD"
210,245091483,https://opensooq.com/en/search/245091483/residential-land-for-sale-in-amman-rajm-amesh,"380,000 JOD"
211,245091425,https://opensooq.com/en/search/245091425/farm-land-for-sale-in-salt-wadi-shua-ib,"35,000 JOD"
212,243360943,https://opensooq.com/en/search/243360943/residential-land-for-sale-in-amman-rajm-amesh,"250,000 JOD"
213,244760265,https://opensooq.com/en/search/244760265/120-m2-3-bedrooms-apartments-for-sale-in-amman-daheit-al-yasmeen,"63,000 JOD"
214,244185115,https://opensooq.com/en/search/244185115/residential-land-for-sale-in-amman-al-urdon-street,"70,000 JOD"
215,245051011,https://opensooq.com/en/search/245051011/164-m2-3-bedrooms-apartments-for-sale-in-amman-al-hashmi-al-shamali,"59,000 JOD"
216,245649769,https://opensooq.com/en/search/245649769/240-m2-3-bedrooms-apartments-for-sale-in-amman-shafa-badran,"135,000 JOD"
217,243907601,https://opensooq.com/en/search/243907601/mixed-use-land-for-sale-in-amman-al-muwaqqar,"30,000 JOD"
218,245781049,https://opensooq.com/en/search/245781049/191-m2-3-bedrooms-apartments-for-sale-in-amman-al-gardens,"70,000 JOD"
219,243458681,https://opensooq.com/en/search/243458681/170-m2-3-bedrooms-apartments-for-sale-in-amman-daheit-al-rasheed,"70,000 JOD"
220,244410739,https://opensooq.com/en/search/244410739/200-m2-3-bedrooms-apartments-for-sale-in-amman-shafa-badran,"100,000 JOD"
